0.51020, -2.26415
0.00000, 1.50943
0.51020, 1.88679
0.51020, 2.26415
0.00000, 4.52830
0.00000, 5.28302
0.00000, 6.03774
0.00000, 7.92453
0.51020, 7.54717
1.02041, 4.15094
1.02041, 6.03774
1.02041, 7.92453
1.02041, 11.32075
1.53061, 4.90566
2.04082, 4.90566
2.95918, 3.01887
2.95918, 4.52830
0.51020, 25.66038
1.53061, 26.79245
1.53061, 27.92453
1.93878, 31.32075
1.93878, 37.73585
1.93878, 37.73585
1.42857, 44.90566
1.42857, 64.15094
1.93878, 81.50943
2.95918, 87.92453
3.97959, 23.01887
3.97959, 16.98113
5.00000, 12.07547
2.95918, 12.83019
2.95918, 10.94340
3.97959, 6.41509
3.97959, 6.79245
3.97959, 8.67925
5.00000, 2.26415
5.00000, 4.15094
7.95918, -0.37736
7.95918, 0.75472
7.95918, 1.50943
7.95918, 3.77358
11.02041, 1.13208
11.02041, 2.64151
11.02041, 3.01887
11.02041, 3.39623
13.97959, -0.75472
13.97959, 0.75472
13.97959, 1.88679
13.97959, 7.54717
20.00000, -0.75472
20.00000, 1.13208
20.00000, 2.26415
20.00000, 2.64151
26.02041, 1.50943
26.02041, 2.64151
26.02041, 4.90566
26.02041, 6.03774
26.02041, 10.56604
